year,sch_id,sch_name,Type,Value
2009,424,Walter Johnson HS,Enrollment,2060
2009,425,Ashburton ES,Enrollment,634
2009,427,Walt Whitman HS,Enrollment,1941
2009,428,Thomas W. Pyle MS,Enrollment,1336
2009,501,Sherwood ES,Enrollment,469
2009,502,Olney ES,Enrollment,558
2009,503,Sherwood HS,Enrollment,2094
2009,504,Westover ES,Enrollment,276
2009,505,Lucy V. Barnsley ES,Enrollment,628
2009,506,Flower Valley ES,Enrollment,444
2009,507,William H. Farquhar MS,Enrollment,622
2009,508,Candlewood ES,Enrollment,323
2009,51,Laytonsville ES,Enrollment,472
2009,510,Col. Zadok Magruder HS,Enrollment,1912
2009,511,Cashell ES,Enrollment,278
2009,512,Greenwood ES,Enrollment,554
2009,513,Belmont ES,Enrollment,364
2009,514,Judith A. Resnik ES,Enrollment,520
2009,517,Sligo Creek ES,Enrollment,647
2009,518,Brooke Grove ES,Enrollment,387
2009,521,Shady Grove MS,Enrollment,610
2009,522,Lakelands Park MS,Enrollment,854
2009,523,Spark M. Matsunaga ES,Enrollment,1015
2009,524,Gateway to College ALT,Enrollment,154
2009,525,MCPS Transitions ALT,Enrollment,52
2009,545,Watkins Mill HS,Enrollment,1537
2009,546,Goshen ES,Enrollment,594
2009,549,Flower Hill ES,Enrollment,469
2009,551,Gaithersburg HS,Enrollment,2013
2009,552,Washington Grove ES,Enrollment,360
2009,553,Gaithersburg ES,Enrollment,531
2009,554,Gaithersburg MS,Enrollment,671
2009,555,Rosemont ES,Enrollment,501
2009,556,Mill Creek Towne ES,Enrollment,425
2009,557,Montgomery Village MS,Enrollment,664
2009,558,Whetstone ES,Enrollment,619
2009,559,Brown Station ES,Enrollment,424
2009,561,Watkins Mill ES,Enrollment,538
2009,562,Redland MS,Enrollment,606
2009,563,Summit Hall ES,Enrollment,498
2009,564,South Lake ES,Enrollment,622
2009,565,Sequoyah ES,Enrollment,408
2009,566,Fields Road ES,Enrollment,454
2009,568,Stedwick ES,Enrollment,600
2009,569,Strawberry Knoll ES,Enrollment,549
2009,570,Diamond ES,Enrollment,528
2009,601,Potomac ES,Enrollment,569
2009,602,Winston Churchill HS,Enrollment,2087
2009,603,Seven Locks ES,Enrollment,251
2009,604,Carderock Springs ES,Enrollment,317
2009,606,Cabin John MS,Enrollment,940
2009,607,Bells Mill ES,Enrollment,522
2009,647,Silver Spring International MS,Enrollment,752
2009,652,Monocacy ES,Enrollment,176
2009,653,Stone Mill ES,Enrollment,592
2009,701,Damascus HS,Enrollment,1412
2009,702,Damascus ES,Enrollment,285
2009,703,Cedar Grove ES,Enrollment,345
2009,704,Woodfield ES,Enrollment,366
2009,705,John T Baker MS,Enrollment,649
2009,706,Clearspring ES,Enrollment,617
2009,707,Rocky Hill MS,Enrollment,1168
2009,708,Kingsview MS,Enrollment,895
2009,747,Dr. Charles R. Drew ES,Enrollment,427
2009,749,Piney Branch ES,Enrollment,454
2009,754,Takoma Park ES,Enrollment,408
2009,755,Takoma Park MS,Enrollment,826
2009,756,East Silver Spring ES,Enrollment,305
2009,757,Montgomery Blair HS,Enrollment,2789
2009,761,Pine Crest ES,Enrollment,390
2009,764,Woodlin ES,Enrollment,478
2009,766,Oak View ES,Enrollment,309
2009,767,Glen Haven ES,Enrollment,517
2009,769,Oakland Terrace ES,Enrollment,792
2009,771,Rolling Terrace ES,Enrollment,688
2009,772,Viers Mill ES,Enrollment,558
2009,773,Rock Creek Forest ES,Enrollment,495
2009,774,Highland ES,Enrollment,480
2009,775,Eastern MS,Enrollment,786
2009,776,Montgomery Knolls ES,Enrollment,488
2009,777,Weller Road ES,Enrollment,572
2009,778,Sligo MS,Enrollment,581
2009,779,Sargent Shriver ES,Enrollment,660
2009,780,Bel Pre ES,Enrollment,492
2009,782,Wheaton HS,Enrollment,1220
2009,783,Kensington-Parkwood ES,Enrollment,590
2009,784,Highland View ES,Enrollment,348
2009,786,Georgian Forest ES,Enrollment,495
2009,787,A. Mario Loiederman MS,Enrollment,850
2009,788,Wheaton Woods ES,Enrollment,430
2009,789,Albert Einstein HS,Enrollment,1551
2009,790,Arcola ES,Enrollment,552
2009,791,New Hampshire Estates ES,Enrollment,412
2009,792,Newport Mill MS,Enrollment,677
2009,794,Rosemary Hills ES,Enrollment,635
2009,795,Rock View ES,Enrollment,582
2009,796,Northwood HS,Enrollment,1397
2009,797,Harmony Hills ES,Enrollment,557
2009,798,Springbrook HS,Enrollment,1791
2009,799,Stephen Knolls School SP,Enrollment,93
2009,803,Forest Knolls ES,Enrollment,612
2009,805,Kemp Mill ES,Enrollment,463
2009,807,Brookhaven ES,Enrollment,396
2009,808,Cresthaven ES,Enrollment,374
2009,811,White Oak MS,Enrollment,639
2009,812,Parkland MS,Enrollment,858
2009,815,John F. Kennedy HS,Enrollment,1559
2009,817,Glenallan ES,Enrollment,382
2009,818,Col. E. Brooke Lee MS,Enrollment,490
2009,819,Rock Creek Valley ES,Enrollment,378
2009,820,Earle B. Wood MS,Enrollment,847
2009,822,Strathmore ES,Enrollment,381
2009,823,Argyle MS,Enrollment,750
2009,916,Rock Terrace School SP,Enrollment,113
2009,951,Longview School SP,Enrollment,50
2009,965,RICA SP,Enrollment,108
2010,100,Clopper Mill ES,Enrollment,430
2010,101,Clarksburg ES,Enrollment,242
2010,102,Germantown ES,Enrollment,291
2010,104,Seneca Valley HS,Enrollment,1323
2010,105,Ridgeview MS,Enrollment,685
2010,106,Fox Chapel ES,Enrollment,602
2010,107,"Martin Luther King, Jr MS",Enrollment,605
2010,108,Lake Seneca ES,Enrollment,394
2010,109,Waters Landing ES,Enrollment,637
2010,110,S. Christa McAuliffe ES,Enrollment,592
2010,111,Captain James Daly ES,Enrollment,560
2010,115,Neelsville MS,Enrollment,887
2010,125,Quince Orchard HS,Enrollment,1817
2010,152,Poolesville HS,Enrollment,1168
2010,153,Poolesville ES,Enrollment,391
2010,155,Rosa Parks MS,Enrollment,911
2010,156,Lois P. Rockwell ES,Enrollment,420
2010,157,Roberto Clemente MS,Enrollment,1147
2010,158,Ronald McNair ES,Enrollment,749
2010,159,Rachel Carson ES,Enrollment,878
2010,201,Richard Montgomery HS,Enrollment,2058
2010,204,Garrett Park ES,Enrollment,555
2010,206,Twinbrook ES,Enrollment,564
2010,207,Beall ES,Enrollment,720
2010,209,Lakewood ES,Enrollment,616
2010,210,Maryvale ES,Enrollment,576
2010,211,Julius West MS,Enrollment,1046
2010,212,Meadow Hall ES,Enrollment,392
2010,215,Carl Sandburg Learning Center SP,Enrollment,124
2010,216,Travilah ES,Enrollment,432
2010,219,Farmland ES,Enrollment,579
2010,220,Luxmanor ES,Enrollment,436
2010,226,Beverly Farms ES,Enrollment,577
2010,227,Ritchie Park ES,Enrollment,517
2010,228,Herbert Hoover MS,Enrollment,1031
2010,229,College Gardens ES,Enrollment,792
2010,230,Rockville HS,Enrollment,1252
2010,232,Tilden MS,Enrollment,746
2010,233,Fallsmead ES,Enrollment,554
2010,234,Thomas S. Wootton HS,Enrollment,2412
2010,235,Wayside ES,Enrollment,563
2010,237,Robert Frost MS,Enrollment,1125
2010,238,Cold Spring ES,Enrollment,388
2010,239,"Alternative Education Programs, Blair Ewing Center ALT",Enrollment,211
2010,241,DuFief ES,Enrollment,389
2010,242,Dr. Sally K. Ride ES,Enrollment,544
2010,244,Thurgood Marshall ES,Enrollment,541
2010,246,Northwest HS,Enrollment,2099
2010,247,John Poole MS,Enrollment,355
2010,248,Forest Oak MS,Enrollment,858
2010,249,Clarksburg HS,Enrollment,1767
2010,302,Burtonsville ES,Enrollment,683
2010,303,Fairland ES,Enrollment,600
2010,304,JoAnn Leleck ES,Enrollment,614
2010,305,Jackson Road ES,Enrollment,626
2010,307,Roscoe R. Nix ES,Enrollment,493
2010,308,Cloverly ES,Enrollment,453
2010,309,Burnt Mills ES,Enrollment,415
2010,310,Cannon Road ES,Enrollment,427
2010,311,Francis Scott Key MS,Enrollment,868
2010,312,William T. Page ES,Enrollment,418
2010,313,Galway ES,Enrollment,798
2010,315,Paint Branch HS,Enrollment,1810
2010,316,Stonegate ES,Enrollment,442
2010,321,James Blake HS,Enrollment,1875
2010,333,Benjamin Banneker MS,Enrollment,808
2010,334,Greencastle ES,Enrollment,667
2010,335,Briggs Chaney MS,Enrollment,903
2010,336,Little Bennett ES,Enrollment,843
2010,337,William B. Gibbs Jr. ES,Enrollment,731
2010,340,Great Seneca Creek ES,Enrollment,767
2010,351,Darnestown ES,Enrollment,373
2010,360,Jones Lane ES,Enrollment,504
2010,401,Bethesda ES,Enrollment,508
2010,403,Chevy Chase ES,Enrollment,483
2010,405,Somerset ES,Enrollment,520
2010,406,Bethesda-Chevy Chase HS,Enrollment,1800
2010,408,Westbrook ES,Enrollment,403
2010,410,Bradley Hills ES,Enrollment,500
2010,412,Westland MS,Enrollment,1043
2010,413,North Bethesda MS,Enrollment,800
2010,415,North Chevy Chase ES,Enrollment,428
2010,417,Wood Acres ES,Enrollment,735
2010,419,Burning Tree ES,Enrollment,502
2010,420,Bannockburn ES,Enrollment,366
2010,422,Wyngate ES,Enrollment,680
2010,424,Walter Johnson HS,Enrollment,2156
2010,425,Ashburton ES,Enrollment,741
2010,427,Walt Whitman HS,Enrollment,1948
2010,428,Thomas W. Pyle MS,Enrollment,1295
2010,501,Sherwood ES,Enrollment,470
2010,502,Olney ES,Enrollment,579
2010,503,Sherwood HS,Enrollment,2078
2010,504,Westover ES,Enrollment,281
2010,505,Lucy V. Barnsley ES,Enrollment,667
2010,506,Flower Valley ES,Enrollment,471
2010,507,William H. Farquhar MS,Enrollment,637
2010,508,Candlewood ES,Enrollment,343
2010,51,Laytonsville ES,Enrollment,461
2010,510,Col. Zadok Magruder HS,Enrollment,1822
2010,511,Cashell ES,Enrollment,307
2010,512,Greenwood ES,Enrollment,545
2010,513,Belmont ES,Enrollment,325
2010,514,Judith A. Resnik ES,Enrollment,551
2010,517,Sligo Creek ES,Enrollment,584
2010,518,Brooke Grove ES,Enrollment,386
2010,521,Shady Grove MS,Enrollment,590
2010,522,Lakelands Park MS,Enrollment,873
2010,523,Spark M. Matsunaga ES,Enrollment,1030
2010,524,Gateway to College ALT,Enrollment,117
2010,525,MCPS Transitions ALT,Enrollment,51
2010,545,Watkins Mill HS,Enrollment,1571
2010,546,Goshen ES,Enrollment,600
2010,549,Flower Hill ES,Enrollment,468
2010,551,Gaithersburg HS,Enrollment,2017
2010,552,Washington Grove ES,Enrollment,373
2010,553,Gaithersburg ES,Enrollment,596
2010,554,Gaithersburg MS,Enrollment,668
2010,555,Rosemont ES,Enrollment,478
2010,556,Mill Creek Towne ES,Enrollment,422
2010,557,Montgomery Village MS,Enrollment,616
2010,558,Whetstone ES,Enrollment,643
2010,559,Brown Station ES,Enrollment,484
2010,561,Watkins Mill ES,Enrollment,597
2010,562,Redland MS,Enrollment,563
2010,563,Summit Hall ES,Enrollment,522
2010,564,South Lake ES,Enrollment,668
2010,565,Sequoyah ES,Enrollment,414
2010,566,Fields Road ES,Enrollment,483
2010,568,Stedwick ES,Enrollment,607
2010,569,Strawberry Knoll ES,Enrollment,559
2010,570,Diamond ES,Enrollment,550
2010,587, ,Enrollment,1
2010,601,Potomac ES,Enrollment,553
2010,602,Winston Churchill HS,Enrollment,2110
2010,603,Seven Locks ES,Enrollment,301
2010,604,Carderock Springs ES,Enrollment,352
2010,606,Cabin John MS,Enrollment,925
2010,607,Bells Mill ES,Enrollment,539
2010,647,Silver Spring International MS,Enrollment,778
2010,652,Monocacy ES,Enrollment,170
2010,653,Stone Mill ES,Enrollment,608
2010,701,Damascus HS,Enrollment,1338
2010,702,Damascus ES,Enrollment,289
2010,703,Cedar Grove ES,Enrollment,342
2010,704,Woodfield ES,Enrollment,360
2010,705,John T Baker MS,Enrollment,776
2010,706,Clearspring ES,Enrollment,644
2010,707,Rocky Hill MS,Enrollment,1046
2010,708,Kingsview MS,Enrollment,901
2010,747,Dr. Charles R. Drew ES,Enrollment,460
2010,749,Piney Branch ES,Enrollment,480
2010,754,Takoma Park ES,Enrollment,497
2010,755,Takoma Park MS,Enrollment,827
2010,756,East Silver Spring ES,Enrollment,357
2010,757,Montgomery Blair HS,Enrollment,2828
2010,761,Pine Crest ES,Enrollment,413
2010,764,Woodlin ES,Enrollment,501
2010,766,Oak View ES,Enrollment,302
2010,767,Glen Haven ES,Enrollment,554
2010,769,Oakland Terrace ES,Enrollment,820
2010,771,Rolling Terrace ES,Enrollment,748
2010,772,Viers Mill ES,Enrollment,593
2010,773,Rock Creek Forest ES,Enrollment,549
2010,774,Highland ES,Enrollment,468
2010,775,Eastern MS,Enrollment,815
2010,776,Montgomery Knolls ES,Enrollment,454
2010,777,Weller Road ES,Enrollment,577
2010,778,Sligo MS,Enrollment,485
2010,779,Sargent Shriver ES,Enrollment,699
2010,780,Bel Pre ES,Enrollment,491
2010,782,Wheaton HS,Enrollment,1191
2010,783,Kensington-Parkwood ES,Enrollment,668
2010,784,Highland View ES,Enrollment,363
2010,786,Georgian Forest ES,Enrollment,507
2010,787,A. Mario Loiederman MS,Enrollment,767
2010,788,Wheaton Woods ES,Enrollment,479
2010,789,Albert Einstein HS,Enrollment,1579
2010,790,Arcola ES,Enrollment,618
2010,791,New Hampshire Estates ES,Enrollment,422
2010,792,Newport Mill MS,Enrollment,618
2010,794,Rosemary Hills ES,Enrollment,662
2010,795,Rock View ES,Enrollment,599
2010,796,Northwood HS,Enrollment,1421
2010,797,Harmony Hills ES,Enrollment,571
2010,798,Springbrook HS,Enrollment,1736
2010,799,Stephen Knolls School SP,Enrollment,109
2010,803,Forest Knolls ES,Enrollment,650
2010,805,Kemp Mill ES,Enrollment,487
2010,807,Brookhaven ES,Enrollment,414
2010,808,Cresthaven ES,Enrollment,394
2010,811,White Oak MS,Enrollment,649
2010,812,Parkland MS,Enrollment,832
2010,815,John F. Kennedy HS,Enrollment,1652
2010,817,Glenallan ES,Enrollment,405
2010,818,Col. E. Brooke Lee MS,Enrollment,558
2010,819,Rock Creek Valley ES,Enrollment,370
2010,820,Earle B. Wood MS,Enrollment,847
2010,822,Strathmore ES,Enrollment,398
2010,823,Argyle MS,Enrollment,755
2010,916,Rock Terrace School SP,Enrollment,101
2010,951,Longview School SP,Enrollment,50
2010,965,RICA SP,Enrollment,93
2011,100,Clopper Mill ES,Enrollment,428
2011,101,Clarksburg ES,Enrollment,261
2011,102,Germantown ES,Enrollment,317
2011,104,Seneca Valley HS,Enrollment,1327
2011,105,Ridgeview MS,Enrollment,684
2011,106,Fox Chapel ES,Enrollment,583
2011,107,"Martin Luther King, Jr MS",Enrollment,612
2011,108,Lake Seneca ES,Enrollment,413
2011,109,Waters Landing ES,Enrollment,662
2011,110,S. Christa McAuliffe ES,Enrollment,629
2011,111,Captain James Daly ES,Enrollment,564
2011,115,Neelsville MS,Enrollment,861
2011,125,Quince Orchard HS,Enrollment,1779
2011,152,Poolesville HS,Enrollment,1187
2011,153,Poolesville ES,Enrollment,388
2011,155,Rosa Parks MS,Enrollment,889
2011,156,Lois P. Rockwell ES,Enrollment,443
2011,157,Roberto Clemente MS,Enrollment,1159
2011,158,Ronald McNair ES,Enrollment,736
2011,159,Rachel Carson ES,Enrollment,880
2011,201,Richard Montgomery HS,Enrollment,2108
2011,204,Garrett Park ES,Enrollment,563
2011,206,Twinbrook ES,Enrollment,572
2011,207,Beall ES,Enrollment,767
2011,209,Lakewood ES,Enrollment,586
2011,210,Maryvale ES,Enrollment,580
2011,211,Julius West MS,Enrollment,1091
2011,212,Meadow Hall ES,Enrollment,418
2011,215,Carl Sandburg Learning Center SP,Enrollment,118
2011,216,Travilah ES,Enrollment,432
2011,219,Farmland ES,Enrollment,663
2011,220,Luxmanor ES,Enrollment,459
2011,226,Beverly Farms ES,Enrollment,569
2011,227,Ritchie Park ES,Enrollment,536
2011,228,Herbert Hoover MS,Enrollment,1016
2011,229,College Gardens ES,Enrollment,815
2011,230,Rockville HS,Enrollment,1272
2011,232,Tilden MS,Enrollment,740
2011,233,Fallsmead ES,Enrollment,552
2011,234,Thomas S. Wootton HS,Enrollment,2325
2011,235,Wayside ES,Enrollment,574
2011,237,Robert Frost MS,Enrollment,1138
2011,238,Cold Spring ES,Enrollment,380
2011,239,"Alternative Education Programs, Blair Ewing Center ALT",Enrollment,186
2011,241,DuFief ES,Enrollment,377
2011,242,Dr. Sally K. Ride ES,Enrollment,528
2011,244,Thurgood Marshall ES,Enrollment,576
2011,246,Northwest HS,Enrollment,2075
2011,247,John Poole MS,Enrollment,380
2011,248,Forest Oak MS,Enrollment,792
2011,249,Clarksburg HS,Enrollment,1869
2011,302,Burtonsville ES,Enrollment,685
2011,303,Fairland ES,Enrollment,599
2011,304,JoAnn Leleck ES,Enrollment,659
2011,305,Jackson Road ES,Enrollment,648
2011,307,Roscoe R. Nix ES,Enrollment,550
2011,308,Cloverly ES,Enrollment,441
2011,309,Burnt Mills ES,Enrollment,482
2011,310,Cannon Road ES,Enrollment,399
2011,311,Francis Scott Key MS,Enrollment,902
2011,312,William T. Page ES,Enrollment,412
2011,313,Galway ES,Enrollment,840
2011,315,Paint Branch HS,Enrollment,1832
2011,316,Stonegate ES,Enrollment,459
2011,321,James Blake HS,Enrollment,1836
2011,333,Benjamin Banneker MS,Enrollment,788
2011,334,Greencastle ES,Enrollment,729
2011,335,Briggs Chaney MS,Enrollment,882
2011,336,Little Bennett ES,Enrollment,881
2011,337,William B. Gibbs Jr. ES,Enrollment,752
2011,340,Great Seneca Creek ES,Enrollment,767
2011,351,Darnestown ES,Enrollment,346
2011,360,Jones Lane ES,Enrollment,510
2011,401,Bethesda ES,Enrollment,500
2011,403,Chevy Chase ES,Enrollment,503
2011,405,Somerset ES,Enrollment,506
2011,406,Bethesda-Chevy Chase HS,Enrollment,1832
2011,408,Westbrook ES,Enrollment,411
2011,410,Bradley Hills ES,Enrollment,519
2011,412,Westland MS,Enrollment,1158
2011,413,North Bethesda MS,Enrollment,838
2011,415,North Chevy Chase ES,Enrollment,421
2011,417,Wood Acres ES,Enrollment,739
2011,419,Burning Tree ES,Enrollment,495
2011,420,Bannockburn ES,Enrollment,361
2011,422,Wyngate ES,Enrollment,701
2011,424,Walter Johnson HS,Enrollment,2240
2011,425,Ashburton ES,Enrollment,783
2011,427,Walt Whitman HS,Enrollment,1932
2011,428,Thomas W. Pyle MS,Enrollment,1337
2011,501,Sherwood ES,Enrollment,457
2011,502,Olney ES,Enrollment,618
2011,503,Sherwood HS,Enrollment,2068
2011,504,Westover ES,Enrollment,325
2011,505,Lucy V. Barnsley ES,Enrollment,670
2011,506,Flower Valley ES,Enrollment,469
2011,507,William H. Farquhar MS,Enrollment,637
2011,508,Candlewood ES,Enrollment,346
2011,51,Laytonsville ES,Enrollment,456
2011,510,Col. Zadok Magruder HS,Enrollment,1749
2011,511,Cashell ES,Enrollment,322
2011,512,Greenwood ES,Enrollment,533
2011,513,Belmont ES,Enrollment,313
2011,514,Judith A. Resnik ES,Enrollment,591
2011,517,Sligo Creek ES,Enrollment,556
2011,518,Brooke Grove ES,Enrollment,391
2011,521,Shady Grove MS,Enrollment,567
2011,522,Lakelands Park MS,Enrollment,925
2011,523,Spark M. Matsunaga ES,Enrollment,1033
2011,524,Gateway to College ALT,Enrollment,129
2011,525,MCPS Transitions ALT,Enrollment,44
2011,545,Watkins Mill HS,Enrollment,1466
2011,546,Goshen ES,Enrollment,615
2011,549,Flower Hill ES,Enrollment,482
2011,551,Gaithersburg HS,Enrollment,2030
2011,552,Washington Grove ES,Enrollment,391
2011,553,Gaithersburg ES,Enrollment,654
2011,554,Gaithersburg MS,Enrollment,660
2011,555,Rosemont ES,Enrollment,523
2011,556,Mill Creek Towne ES,Enrollment,417
2011,557,Montgomery Village MS,Enrollment,624
2011,558,Whetstone ES,Enrollment,688
2011,559,Brown Station ES,Enrollment,511
2011,561,Watkins Mill ES,Enrollment,583
2011,562,Redland MS,Enrollment,533
2011,563,Summit Hall ES,Enrollment,538
2011,564,South Lake ES,Enrollment,702
2011,565,Sequoyah ES,Enrollment,401
2011,566,Fields Road ES,Enrollment,480
2011,568,Stedwick ES,Enrollment,604
2011,569,Strawberry Knoll ES,Enrollment,552
2011,570,Diamond ES,Enrollment,591
2011,601,Potomac ES,Enrollment,520
2011,602,Winston Churchill HS,Enrollment,2079
2011,603,Seven Locks ES,Enrollment,320
2011,604,Carderock Springs ES,Enrollment,371
2011,606,Cabin John MS,Enrollment,927
2011,607,Bells Mill ES,Enrollment,560
2011,647,Silver Spring International MS,Enrollment,832
2011,652,Monocacy ES,Enrollment,161
2011,653,Stone Mill ES,Enrollment,606
2011,701,Damascus HS,Enrollment,1315
2011,702,Damascus ES,Enrollment,307
2011,703,Cedar Grove ES,Enrollment,431
2011,704,Woodfield ES,Enrollment,338
2011,705,John T Baker MS,Enrollment,833
2011,706,Clearspring ES,Enrollment,626
2011,707,Rocky Hill MS,Enrollment,991
2011,708,Kingsview MS,Enrollment,923
2011,747,Dr. Charles R. Drew ES,Enrollment,463
2011,749,Piney Branch ES,Enrollment,486
2011,754,Takoma Park ES,Enrollment,557
2011,755,Takoma Park MS,Enrollment,844
2011,756,East Silver Spring ES,Enrollment,430
2011,757,Montgomery Blair HS,Enrollment,2803
2011,761,Pine Crest ES,Enrollment,419
2011,764,Woodlin ES,Enrollment,547
2011,766,Oak View ES,Enrollment,330
2011,767,Glen Haven ES,Enrollment,530
2011,769,Oakland Terrace ES,Enrollment,875
2011,771,Rolling Terrace ES,Enrollment,757
2011,772,Viers Mill ES,Enrollment,622
2011,773,Rock Creek Forest ES,Enrollment,581
2011,774,Highland ES,Enrollment,482
2011,775,Eastern MS,Enrollment,854
2011,776,Montgomery Knolls ES,Enrollment,482
2011,777,Weller Road ES,Enrollment,591
2011,778,Sligo MS,Enrollment,430
2011,779,Sargent Shriver ES,Enrollment,734
2011,780,Bel Pre ES,Enrollment,503
2011,782,Wheaton HS,Enrollment,1241
2011,783,Kensington-Parkwood ES,Enrollment,681
2011,784,Highland View ES,Enrollment,385
2011,786,Georgian Forest ES,Enrollment,537
2011,787,A. Mario Loiederman MS,Enrollment,800
2011,788,Wheaton Woods ES,Enrollment,478
2011,789,Albert Einstein HS,Enrollment,1599
2011,790,Arcola ES,Enrollment,660
2011,791,New Hampshire Estates ES,Enrollment,486
2011,792,Newport Mill MS,Enrollment,585
2011,794,Rosemary Hills ES,Enrollment,696
2011,795,Rock View ES,Enrollment,654
2011,796,Northwood HS,Enrollment,1467
2011,797,Harmony Hills ES,Enrollment,644
2011,798,Springbrook HS,Enrollment,1730
2011,799,Stephen Knolls School SP,Enrollment,98
2011,803,Forest Knolls ES,Enrollment,676
2011,805,Kemp Mill ES,Enrollment,463
2011,807,Brookhaven ES,Enrollment,483
2011,808,Cresthaven ES,Enrollment,405
2011,811,White Oak MS,Enrollment,705
2011,812,Parkland MS,Enrollment,827
2011,815,John F. Kennedy HS,Enrollment,1676
2011,817,Glenallan ES,Enrollment,422
2011,818,Col. E. Brooke Lee MS,Enrollment,592
2011,819,Rock Creek Valley ES,Enrollment,424
2011,820,Earle B. Wood MS,Enrollment,914
2011,822,Strathmore ES,Enrollment,397
2011,823,Argyle MS,Enrollment,766
2011,916,Rock Terrace School SP,Enrollment,91
2011,951,Longview School SP,Enrollment,44
2011,965,RICA SP,Enrollment,106
2012,100,Clopper Mill ES,Enrollment,432
2012,101,Clarksburg ES,Enrollment,267
2012,102,Germantown ES,Enrollment,298
2012,104,Seneca Valley HS,Enrollment,1311
2012,105,Ridgeview MS,Enrollment,685
2012,106,Fox Chapel ES,Enrollment,623
2012,107,"Martin Luther King, Jr MS",Enrollment,596
2012,108,Lake Seneca ES,Enrollment,454
2012,109,Waters Landing ES,Enrollment,671
2012,110,S. Christa McAuliffe ES,Enrollment,640
2012,111,Captain James Daly ES,Enrollment,588
2012,115,Neelsville MS,Enrollment,823
2012,125,Quince Orchard HS,Enrollment,1829
2012,152,Poolesville HS,Enrollment,1234
2012,153,Poolesville ES,Enrollment,389
2012,155,Rosa Parks MS,Enrollment,870
2012,156,Lois P. Rockwell ES,Enrollment,452
2012,157,Roberto Clemente MS,Enrollment,1161
2012,158,Ronald McNair ES,Enrollment,797
2012,159,Rachel Carson ES,Enrollment,940
2012,201,Richard Montgomery HS,Enrollment,2123
2012,204,Garrett Park ES,Enrollment,631
2012,206,Twinbrook ES,Enrollment,548
2012,207,Beall ES,Enrollment,783
2012,209,Lakewood ES,Enrollment,571
2012,210,Maryvale ES,Enrollment,587
2012,211,Julius West MS,Enrollment,1127
2012,212,Meadow Hall ES,Enrollment,420
2012,215,Carl Sandburg Learning Center SP,Enrollment,118
2012,216,Travilah ES,Enrollment,430
2012,219,Farmland ES,Enrollment,648
2012,220,Luxmanor ES,Enrollment,450
2012,226,Beverly Farms ES,Enrollment,579
2012,227,Ritchie Park ES,Enrollment,531
2012,228,Herbert Hoover MS,Enrollment,999
2012,229,College Gardens ES,Enrollment,842
2012,230,Rockville HS,Enrollment,1275
2012,232,Tilden MS,Enrollment,780
2012,233,Fallsmead ES,Enrollment,534
2012,234,Thomas S. Wootton HS,Enrollment,2300
2012,235,Wayside ES,Enrollment,538
2012,237,Robert Frost MS,Enrollment,1141
2012,238,Cold Spring ES,Enrollment,363
2012,239,"Alternative Education Programs, Blair Ewing Center ALT",Enrollment,143
2012,241,DuFief ES,Enrollment,366
2012,242,Dr. Sally K. Ride ES,Enrollment,519
2012,244,Thurgood Marshall ES,Enrollment,584
2012,246,Northwest HS,Enrollment,2063
2012,247,John Poole MS,Enrollment,350
2012,248,Forest Oak MS,Enrollment,776
2012,249,Clarksburg HS,Enrollment,1905
2012,302,Burtonsville ES,Enrollment,688
2012,303,Fairland ES,Enrollment,606
2012,304,JoAnn Leleck ES,Enrollment,702
2012,305,Jackson Road ES,Enrollment,679
2012,307,Roscoe R. Nix ES,Enrollment,542
2012,308,Cloverly ES,Enrollment,456
2012,309,Burnt Mills ES,Enrollment,505
2012,310,Cannon Road ES,Enrollment,417
2012,311,Francis Scott Key MS,Enrollment,882
2012,312,William T. Page ES,Enrollment,405
2012,313,Galway ES,Enrollment,832
2012,315,Paint Branch HS,Enrollment,1931
2012,316,Stonegate ES,Enrollment,467
2012,321,James Blake HS,Enrollment,1762
2012,322,Community Montessori Charter School UNK,Enrollment,69
2012,333,Benjamin Banneker MS,Enrollment,780
2012,334,Greencastle ES,Enrollment,733
2012,335,Briggs Chaney MS,Enrollment,874
2012,336,Little Bennett ES,Enrollment,953
2012,337,William B. Gibbs Jr. ES,Enrollment,766
2012,340,Great Seneca Creek ES,Enrollment,767
2012,351,Darnestown ES,Enrollment,345
2012,360,Jones Lane ES,Enrollment,489
2012,401,Bethesda ES,Enrollment,514
2012,403,Chevy Chase ES,Enrollment,523
2012,405,Somerset ES,Enrollment,517
2012,406,Bethesda-Chevy Chase HS,Enrollment,1841
2012,408,Westbrook ES,Enrollment,438
2012,410,Bradley Hills ES,Enrollment,505
2012,412,Westland MS,Enrollment,1200
2012,413,North Bethesda MS,Enrollment,823
2012,415,North Chevy Chase ES,Enrollment,409
2012,417,Wood Acres ES,Enrollment,766
2012,419,Burning Tree ES,Enrollment,507
2012,420,Bannockburn ES,Enrollment,382
2012,422,Wyngate ES,Enrollment,711
2012,424,Walter Johnson HS,Enrollment,2260
2012,425,Ashburton ES,Enrollment,798
2012,427,Walt Whitman HS,Enrollment,1923
2012,428,Thomas W. Pyle MS,Enrollment,1369
2012,501,Sherwood ES,Enrollment,499
2012,502,Olney ES,Enrollment,610
2012,503,Sherwood HS,Enrollment,2030
2012,504,Westover ES,Enrollment,322
2012,505,Lucy V. Barnsley ES,Enrollment,666
2012,506,Flower Valley ES,Enrollment,470
