year,sch_id,sch_name,Type,Value
2004,201,Richard Montgomery HS,Enrollment,1916
2004,204,Garrett Park ES,Enrollment,454
2004,206,Twinbrook ES,Enrollment,577
2004,207,Beall ES,Enrollment,601
2004,209,Lakewood ES,Enrollment,577
2004,210,Maryvale ES,Enrollment,622
2004,211,Julius West MS,Enrollment,1061
2004,212,Meadow Hall ES,Enrollment,385
2004,215,Carl Sandburg Learning Center SP,Enrollment,103
2004,216,Travilah ES,Enrollment,477
2004,219,Farmland ES,Enrollment,564
2004,220,Luxmanor ES,Enrollment,309
2004,226,Beverly Farms ES,Enrollment,540
2004,227,Ritchie Park ES,Enrollment,381
2004,228,Herbert Hoover MS,Enrollment,1091
2004,229,College Gardens ES,Enrollment,484
2004,230,Rockville HS,Enrollment,1224
2004,232,Tilden MS,Enrollment,772
2004,233,Fallsmead ES,Enrollment,535
2004,234,Thomas S. Wootton HS,Enrollment,2349
2004,235,Wayside ES,Enrollment,625
2004,236,Phoenix at Needwood Academy ALT,Enrollment,119
2004,237,Robert Frost MS,Enrollment,1205
2004,238,Cold Spring ES,Enrollment,432
2004,239,"Alternative Education Programs, Blair Ewing Center ALT",Enrollment,219
2004,241,DuFief ES,Enrollment,460
2004,242,Dr. Sally K. Ride ES,Enrollment,606
2004,244,Thurgood Marshall ES,Enrollment,540
2004,246,Northwest HS,Enrollment,1924
2004,247,John Poole MS,Enrollment,412
2004,248,Forest Oak MS,Enrollment,919
2004,302,Burtonsville ES,Enrollment,645
2004,303,Fairland ES,Enrollment,520
2004,304,JoAnn Leleck ES,Enrollment,508
2004,305,Jackson Road ES,Enrollment,529
2004,308,Cloverly ES,Enrollment,470
2004,309,Burnt Mills ES,Enrollment,531
2004,310,Cannon Road ES,Enrollment,360
2004,311,Francis Scott Key MS,Enrollment,847
2004,312,William T. Page ES,Enrollment,398
2004,313,Galway ES,Enrollment,688
2004,315,Paint Branch HS,Enrollment,1805
2004,316,Stonegate ES,Enrollment,414
2004,321,James Blake HS,Enrollment,1939
2004,333,Benjamin Banneker MS,Enrollment,912
2004,334,Greencastle ES,Enrollment,637
2004,335,Briggs Chaney MS,Enrollment,930
2004,351,Darnestown ES,Enrollment,403
2004,360,Jones Lane ES,Enrollment,513
2004,401,Bethesda ES,Enrollment,402
2004,403,Chevy Chase ES,Enrollment,370
2004,405,Somerset ES,Enrollment,389
2004,406,Bethesda-Chevy Chase HS,Enrollment,1696
2004,408,Westbrook ES,Enrollment,296
2004,410,Bradley Hills ES,Enrollment,390
2004,412,Westland MS,Enrollment,948
2004,413,North Bethesda MS,Enrollment,699
2004,415,North Chevy Chase ES,Enrollment,326
2004,417,Wood Acres ES,Enrollment,622
2004,419,Burning Tree ES,Enrollment,543
2004,420,Bannockburn ES,Enrollment,371
2004,422,Wyngate ES,Enrollment,528
2004,424,Walter Johnson HS,Enrollment,1973
2004,425,Ashburton ES,Enrollment,556
2004,427,Walt Whitman HS,Enrollment,1898
2004,428,Thomas W. Pyle MS,Enrollment,1280
2004,501,Sherwood ES,Enrollment,494
2004,502,Olney ES,Enrollment,625
2004,503,Sherwood HS,Enrollment,2130
2004,504,Westover ES,Enrollment,273
2004,505,Lucy V. Barnsley ES,Enrollment,520
2004,506,Flower Valley ES,Enrollment,461
2004,507,William H. Farquhar MS,Enrollment,725
2004,508,Candlewood ES,Enrollment,365
2004,51,Laytonsville ES,Enrollment,517
2004,510,Col. Zadok Magruder HS,Enrollment,2259
2004,511,Cashell ES,Enrollment,376
2004,512,Greenwood ES,Enrollment,602
2004,513,Belmont ES,Enrollment,411
2004,514,Judith A. Resnik ES,Enrollment,618
2004,517,Sligo Creek ES,Enrollment,657
2004,518,Brooke Grove ES,Enrollment,463
2004,521,Shady Grove MS,Enrollment,720
2004,523,Spark M. Matsunaga ES,Enrollment,1043
2004,545,Watkins Mill HS,Enrollment,1969
2004,546,Goshen ES,Enrollment,659
2004,549,Flower Hill ES,Enrollment,552
2004,551,Gaithersburg HS,Enrollment,2174
2004,552,Washington Grove ES,Enrollment,392
2004,553,Gaithersburg ES,Enrollment,507
2004,554,Gaithersburg MS,Enrollment,770
2004,555,Rosemont ES,Enrollment,489
2004,556,Mill Creek Towne ES,Enrollment,450
2004,557,Montgomery Village MS,Enrollment,800
2004,558,Whetstone ES,Enrollment,597
2004,559,Brown Station ES,Enrollment,394
2004,561,Watkins Mill ES,Enrollment,575
2004,562,Redland MS,Enrollment,866
2004,563,Summit Hall ES,Enrollment,502
2004,564,South Lake ES,Enrollment,612
2004,565,Sequoyah ES,Enrollment,517
2004,566,Fields Road ES,Enrollment,497
2004,568,Stedwick ES,Enrollment,625
2004,569,Strawberry Knoll ES,Enrollment,561
2004,570,Diamond ES,Enrollment,432
2004,601,Potomac ES,Enrollment,577
2004,602,Winston Churchill HS,Enrollment,2093
2004,603,Seven Locks ES,Enrollment,256
2004,604,Carderock Springs ES,Enrollment,329
2004,606,Cabin John MS,Enrollment,991
2004,607,Bells Mill ES,Enrollment,469
2004,647,Silver Spring International MS,Enrollment,828
2004,652,Monocacy ES,Enrollment,232
2004,653,Stone Mill ES,Enrollment,682
2004,701,Damascus HS,Enrollment,1898
2004,702,Damascus ES,Enrollment,353
2004,703,Cedar Grove ES,Enrollment,555
2004,704,Woodfield ES,Enrollment,434
2004,705,John T Baker MS,Enrollment,736
2004,706,Clearspring ES,Enrollment,587
2004,707,Rocky Hill MS,Enrollment,800
2004,708,Kingsview MS,Enrollment,1243
2004,747,Dr. Charles R. Drew ES,Enrollment,518
2004,749,Piney Branch ES,Enrollment,545
2004,754,Takoma Park ES,Enrollment,406
2004,755,Takoma Park MS,Enrollment,986
2004,756,East Silver Spring ES,Enrollment,267
2004,757,Montgomery Blair HS,Enrollment,3292
2004,761,Pine Crest ES,Enrollment,390
2004,764,Woodlin ES,Enrollment,462
2004,766,Oak View ES,Enrollment,284
2004,767,Glen Haven ES,Enrollment,529
2004,769,Oakland Terrace ES,Enrollment,694
2004,771,Rolling Terrace ES,Enrollment,693
2004,772,Viers Mill ES,Enrollment,656
2004,773,Rock Creek Forest ES,Enrollment,493
2004,774,Highland ES,Enrollment,686
2004,775,Eastern MS,Enrollment,883
2004,776,Montgomery Knolls ES,Enrollment,383
2004,777,Weller Road ES,Enrollment,564
2004,778,Sligo MS,Enrollment,636
2004,780,Bel Pre ES,Enrollment,497
2004,782,Wheaton HS,Enrollment,1495
2004,783,Kensington-Parkwood ES,Enrollment,425
2004,784,Highland View ES,Enrollment,350
2004,786,Georgian Forest ES,Enrollment,446
2004,788,Wheaton Woods ES,Enrollment,661
2004,789,Albert Einstein HS,Enrollment,1755
2004,791,New Hampshire Estates ES,Enrollment,411
2004,792,Newport Mill MS,Enrollment,656
2004,794,Rosemary Hills ES,Enrollment,564
2004,795,Rock View ES,Enrollment,499
2004,796,Northwood HS,Enrollment,362
2004,797,Harmony Hills ES,Enrollment,503
2004,798,Springbrook HS,Enrollment,2002
2004,799,Stephen Knolls School SP,Enrollment,103
2004,803,Forest Knolls ES,Enrollment,551
2004,805,Kemp Mill ES,Enrollment,603
2004,807,Brookhaven ES,Enrollment,353
2004,808,Cresthaven ES,Enrollment,573
2004,811,White Oak MS,Enrollment,902
2004,812,Parkland MS,Enrollment,1203
2004,815,John F. Kennedy HS,Enrollment,1513
2004,817,Glenallan ES,Enrollment,429
2004,818,Col. E. Brooke Lee MS,Enrollment,627
2004,819,Rock Creek Valley ES,Enrollment,354
2004,820,Earle B. Wood MS,Enrollment,985
2004,822,Strathmore ES,Enrollment,464
2004,823,Argyle MS,Enrollment,561
2004,916,Rock Terrace School SP,Enrollment,101
2004,965,RICA SP,Enrollment,141
2005,100,Clopper Mill ES,Enrollment,469
2005,101,Clarksburg ES,Enrollment,663
2005,102,Germantown ES,Enrollment,472
2005,104,Seneca Valley HS,Enrollment,1689
2005,105,Ridgeview MS,Enrollment,845
2005,106,Fox Chapel ES,Enrollment,563
2005,107,"Martin Luther King, Jr MS",Enrollment,857
2005,108,Lake Seneca ES,Enrollment,360
2005,109,Waters Landing ES,Enrollment,639
2005,110,S. Christa McAuliffe ES,Enrollment,626
2005,111,Captain James Daly ES,Enrollment,519
2005,115,Neelsville MS,Enrollment,727
2005,125,Quince Orchard HS,Enrollment,1910
2005,152,Poolesville HS,Enrollment,861
2005,153,Poolesville ES,Enrollment,441
2005,155,Rosa Parks MS,Enrollment,928
2005,156,Lois P. Rockwell ES,Enrollment,455
2005,157,Roberto Clemente MS,Enrollment,1132
2005,158,Ronald McNair ES,Enrollment,744
2005,159,Rachel Carson ES,Enrollment,726
2005,201,Richard Montgomery HS,Enrollment,1945
2005,204,Garrett Park ES,Enrollment,451
2005,206,Twinbrook ES,Enrollment,531
2005,207,Beall ES,Enrollment,599
2005,209,Lakewood ES,Enrollment,587
2005,210,Maryvale ES,Enrollment,645
2005,211,Julius West MS,Enrollment,1021
2005,212,Meadow Hall ES,Enrollment,351
2005,215,Carl Sandburg Learning Center SP,Enrollment,90
2005,216,Travilah ES,Enrollment,459
2005,219,Farmland ES,Enrollment,578
2005,220,Luxmanor ES,Enrollment,334
2005,226,Beverly Farms ES,Enrollment,563
2005,227,Ritchie Park ES,Enrollment,367
2005,228,Herbert Hoover MS,Enrollment,1085
2005,229,College Gardens ES,Enrollment,490
2005,230,Rockville HS,Enrollment,1253
2005,232,Tilden MS,Enrollment,826
2005,233,Fallsmead ES,Enrollment,538
2005,234,Thomas S. Wootton HS,Enrollment,2412
2005,235,Wayside ES,Enrollment,628
2005,236,Phoenix at Needwood Academy ALT,Enrollment,93
2005,237,Robert Frost MS,Enrollment,1141
2005,238,Cold Spring ES,Enrollment,429
2005,239,"Alternative Education Programs, Blair Ewing Center ALT",Enrollment,179
2005,241,DuFief ES,Enrollment,476
2005,242,Dr. Sally K. Ride ES,Enrollment,546
2005,244,Thurgood Marshall ES,Enrollment,572
2005,246,Northwest HS,Enrollment,1962
2005,247,John Poole MS,Enrollment,384
2005,248,Forest Oak MS,Enrollment,871
2005,302,Burtonsville ES,Enrollment,601
2005,303,Fairland ES,Enrollment,525
2005,304,JoAnn Leleck ES,Enrollment,496
2005,305,Jackson Road ES,Enrollment,544
2005,308,Cloverly ES,Enrollment,489
2005,309,Burnt Mills ES,Enrollment,531
2005,310,Cannon Road ES,Enrollment,367
2005,311,Francis Scott Key MS,Enrollment,809
2005,312,William T. Page ES,Enrollment,386
2005,313,Galway ES,Enrollment,702
2005,315,Paint Branch HS,Enrollment,1768
2005,316,Stonegate ES,Enrollment,448
2005,321,James Blake HS,Enrollment,1997
2005,333,Benjamin Banneker MS,Enrollment,838
2005,334,Greencastle ES,Enrollment,610
2005,335,Briggs Chaney MS,Enrollment,952
2005,351,Darnestown ES,Enrollment,418
2005,360,Jones Lane ES,Enrollment,510
2005,401,Bethesda ES,Enrollment,424
2005,403,Chevy Chase ES,Enrollment,432
2005,405,Somerset ES,Enrollment,389
2005,406,Bethesda-Chevy Chase HS,Enrollment,1691
2005,408,Westbrook ES,Enrollment,309
2005,410,Bradley Hills ES,Enrollment,388
2005,412,Westland MS,Enrollment,973
2005,413,North Bethesda MS,Enrollment,695
2005,415,North Chevy Chase ES,Enrollment,315
2005,417,Wood Acres ES,Enrollment,610
2005,419,Burning Tree ES,Enrollment,525
2005,420,Bannockburn ES,Enrollment,353
2005,422,Wyngate ES,Enrollment,526
2005,424,Walter Johnson HS,Enrollment,1983
2005,425,Ashburton ES,Enrollment,559
2005,427,Walt Whitman HS,Enrollment,1869
2005,428,Thomas W. Pyle MS,Enrollment,1310
2005,501,Sherwood ES,Enrollment,479
2005,502,Olney ES,Enrollment,613
2005,503,Sherwood HS,Enrollment,2240
2005,504,Westover ES,Enrollment,282
2005,505,Lucy V. Barnsley ES,Enrollment,577
2005,506,Flower Valley ES,Enrollment,471
2005,507,William H. Farquhar MS,Enrollment,725
2005,508,Candlewood ES,Enrollment,339
2005,51,Laytonsville ES,Enrollment,501
2005,510,Col. Zadok Magruder HS,Enrollment,2185
2005,511,Cashell ES,Enrollment,338
2005,512,Greenwood ES,Enrollment,580
2005,513,Belmont ES,Enrollment,409
2005,514,Judith A. Resnik ES,Enrollment,566
2005,517,Sligo Creek ES,Enrollment,633
2005,518,Brooke Grove ES,Enrollment,471
2005,521,Shady Grove MS,Enrollment,659
2005,522,Lakelands Park MS,Enrollment,541
2005,523,Spark M. Matsunaga ES,Enrollment,1152
2005,545,Watkins Mill HS,Enrollment,2048
2005,546,Goshen ES,Enrollment,646
2005,549,Flower Hill ES,Enrollment,499
2005,551,Gaithersburg HS,Enrollment,2247
2005,552,Washington Grove ES,Enrollment,381
2005,553,Gaithersburg ES,Enrollment,463
2005,554,Gaithersburg MS,Enrollment,776
2005,555,Rosemont ES,Enrollment,470
2005,556,Mill Creek Towne ES,Enrollment,482
2005,557,Montgomery Village MS,Enrollment,741
2005,558,Whetstone ES,Enrollment,578
2005,559,Brown Station ES,Enrollment,414
2005,561,Watkins Mill ES,Enrollment,593
2005,562,Redland MS,Enrollment,803
2005,563,Summit Hall ES,Enrollment,521
2005,564,South Lake ES,Enrollment,557
2005,565,Sequoyah ES,Enrollment,449
2005,566,Fields Road ES,Enrollment,492
2005,568,Stedwick ES,Enrollment,592
2005,569,Strawberry Knoll ES,Enrollment,547
2005,570,Diamond ES,Enrollment,405
2005,601,Potomac ES,Enrollment,527
2005,602,Winston Churchill HS,Enrollment,2146
2005,603,Seven Locks ES,Enrollment,251
2005,604,Carderock Springs ES,Enrollment,319
2005,606,Cabin John MS,Enrollment,994
2005,607,Bells Mill ES,Enrollment,464
2005,647,Silver Spring International MS,Enrollment,788
2005,652,Monocacy ES,Enrollment,231
2005,653,Stone Mill ES,Enrollment,683
2005,701,Damascus HS,Enrollment,1985
2005,702,Damascus ES,Enrollment,335
2005,703,Cedar Grove ES,Enrollment,540
2005,704,Woodfield ES,Enrollment,429
2005,705,John T Baker MS,Enrollment,730
2005,706,Clearspring ES,Enrollment,630
2005,707,Rocky Hill MS,Enrollment,878
2005,708,Kingsview MS,Enrollment,938
2005,747,Dr. Charles R. Drew ES,Enrollment,491
2005,749,Piney Branch ES,Enrollment,496
2005,754,Takoma Park ES,Enrollment,402
2005,755,Takoma Park MS,Enrollment,959
2005,756,East Silver Spring ES,Enrollment,251
2005,757,Montgomery Blair HS,Enrollment,3058
2005,761,Pine Crest ES,Enrollment,399
2005,764,Woodlin ES,Enrollment,470
2005,766,Oak View ES,Enrollment,267
2005,767,Glen Haven ES,Enrollment,566
2005,769,Oakland Terrace ES,Enrollment,724
2005,771,Rolling Terrace ES,Enrollment,691
2005,772,Viers Mill ES,Enrollment,641
2005,773,Rock Creek Forest ES,Enrollment,494
2005,774,Highland ES,Enrollment,644
2005,775,Eastern MS,Enrollment,843
2005,776,Montgomery Knolls ES,Enrollment,376
2005,777,Weller Road ES,Enrollment,563
2005,778,Sligo MS,Enrollment,588
2005,780,Bel Pre ES,Enrollment,488
2005,782,Wheaton HS,Enrollment,1438
2005,783,Kensington-Parkwood ES,Enrollment,468
2005,784,Highland View ES,Enrollment,337
2005,786,Georgian Forest ES,Enrollment,431
2005,787,A. Mario Loiederman MS,Enrollment,791
2005,788,Wheaton Woods ES,Enrollment,670
2005,789,Albert Einstein HS,Enrollment,1742
2005,791,New Hampshire Estates ES,Enrollment,409
2005,792,Newport Mill MS,Enrollment,647
2005,794,Rosemary Hills ES,Enrollment,554
2005,795,Rock View ES,Enrollment,470
2005,796,Northwood HS,Enrollment,722
2005,797,Harmony Hills ES,Enrollment,512
2005,798,Springbrook HS,Enrollment,2065
2005,799,Stephen Knolls School SP,Enrollment,139
2005,803,Forest Knolls ES,Enrollment,513
2005,805,Kemp Mill ES,Enrollment,611
2005,807,Brookhaven ES,Enrollment,392
2005,808,Cresthaven ES,Enrollment,569
2005,811,White Oak MS,Enrollment,874
2005,812,Parkland MS,Enrollment,560
2005,815,John F. Kennedy HS,Enrollment,1472
2005,817,Glenallan ES,Enrollment,413
2005,818,Col. E. Brooke Lee MS,Enrollment,583
2005,819,Rock Creek Valley ES,Enrollment,359
2005,820,Earle B. Wood MS,Enrollment,918
2005,822,Strathmore ES,Enrollment,433
2005,823,Argyle MS,Enrollment,648
2005,916,Rock Terrace School SP,Enrollment,101
2005,965,RICA SP,Enrollment,146
2006,100,Clopper Mill ES,Enrollment,426
2006,101,Clarksburg ES,Enrollment,385
2006,102,Germantown ES,Enrollment,326
2006,104,Seneca Valley HS,Enrollment,1445
2006,105,Ridgeview MS,Enrollment,743
2006,106,Fox Chapel ES,Enrollment,595
2006,107,"Martin Luther King, Jr MS",Enrollment,741
2006,108,Lake Seneca ES,Enrollment,329
2006,109,Waters Landing ES,Enrollment,583
2006,110,S. Christa McAuliffe ES,Enrollment,572
2006,111,Captain James Daly ES,Enrollment,540
2006,115,Neelsville MS,Enrollment,801
2006,125,Quince Orchard HS,Enrollment,1828
2006,152,Poolesville HS,Enrollment,939
2006,153,Poolesville ES,Enrollment,412
2006,155,Rosa Parks MS,Enrollment,952
2006,156,Lois P. Rockwell ES,Enrollment,440
2006,157,Roberto Clemente MS,Enrollment,1122
2006,158,Ronald McNair ES,Enrollment,777
2006,159,Rachel Carson ES,Enrollment,805
2006,201,Richard Montgomery HS,Enrollment,1924
2006,204,Garrett Park ES,Enrollment,432
2006,206,Twinbrook ES,Enrollment,515
2006,207,Beall ES,Enrollment,605
2006,209,Lakewood ES,Enrollment,589
2006,210,Maryvale ES,Enrollment,599
2006,211,Julius West MS,Enrollment,983
2006,212,Meadow Hall ES,Enrollment,334
2006,215,Carl Sandburg Learning Center SP,Enrollment,104
2006,216,Travilah ES,Enrollment,465
2006,219,Farmland ES,Enrollment,577
2006,220,Luxmanor ES,Enrollment,333
2006,226,Beverly Farms ES,Enrollment,585
2006,227,Ritchie Park ES,Enrollment,389
2006,228,Herbert Hoover MS,Enrollment,1041
2006,229,College Gardens ES,Enrollment,519
2006,230,Rockville HS,Enrollment,1271
2006,232,Tilden MS,Enrollment,770
2006,233,Fallsmead ES,Enrollment,499
2006,234,Thomas S. Wootton HS,Enrollment,2482
2006,235,Wayside ES,Enrollment,635
2006,236,Phoenix at Needwood Academy ALT,Enrollment,82
2006,237,Robert Frost MS,Enrollment,1148
2006,238,Cold Spring ES,Enrollment,431
2006,239,"Alternative Education Programs, Blair Ewing Center ALT",Enrollment,207
2006,241,DuFief ES,Enrollment,443
2006,242,Dr. Sally K. Ride ES,Enrollment,543
2006,244,Thurgood Marshall ES,Enrollment,532
2006,246,Northwest HS,Enrollment,1993
2006,247,John Poole MS,Enrollment,385
2006,248,Forest Oak MS,Enrollment,805
2006,249,Clarksburg HS,Enrollment,1000
2006,302,Burtonsville ES,Enrollment,591
2006,303,Fairland ES,Enrollment,506
2006,304,JoAnn Leleck ES,Enrollment,454
2006,305,Jackson Road ES,Enrollment,577
2006,307,Roscoe R. Nix ES,Enrollment,334
2006,308,Cloverly ES,Enrollment,515
2006,309,Burnt Mills ES,Enrollment,373
2006,310,Cannon Road ES,Enrollment,369
2006,311,Francis Scott Key MS,Enrollment,772
2006,312,William T. Page ES,Enrollment,401
2006,313,Galway ES,Enrollment,734
2006,315,Paint Branch HS,Enrollment,1751
2006,316,Stonegate ES,Enrollment,449
2006,321,James Blake HS,Enrollment,1859
2006,333,Benjamin Banneker MS,Enrollment,759
2006,334,Greencastle ES,Enrollment,600
2006,335,Briggs Chaney MS,Enrollment,938
2006,336,Little Bennett ES,Enrollment,531
2006,340,Great Seneca Creek ES,Enrollment,501
2006,351,Darnestown ES,Enrollment,385
2006,360,Jones Lane ES,Enrollment,512
2006,401,Bethesda ES,Enrollment,416
2006,403,Chevy Chase ES,Enrollment,501
2006,405,Somerset ES,Enrollment,374
2006,406,Bethesda-Chevy Chase HS,Enrollment,1688
2006,408,Westbrook ES,Enrollment,318
2006,410,Bradley Hills ES,Enrollment,390
2006,412,Westland MS,Enrollment,987
2006,413,North Bethesda MS,Enrollment,728
2006,415,North Chevy Chase ES,Enrollment,308
2006,417,Wood Acres ES,Enrollment,613
2006,419,Burning Tree ES,Enrollment,504
2006,420,Bannockburn ES,Enrollment,353
2006,422,Wyngate ES,Enrollment,523
2006,424,Walter Johnson HS,Enrollment,1959
2006,425,Ashburton ES,Enrollment,571
2006,427,Walt Whitman HS,Enrollment,1886
2006,428,Thomas W. Pyle MS,Enrollment,1276
2006,501,Sherwood ES,Enrollment,472
2006,502,Olney ES,Enrollment,592
2006,503,Sherwood HS,Enrollment,2166
2006,504,Westover ES,Enrollment,279
2006,505,Lucy V. Barnsley ES,Enrollment,572
2006,506,Flower Valley ES,Enrollment,451
2006,507,William H. Farquhar MS,Enrollment,735
2006,508,Candlewood ES,Enrollment,335
2006,51,Laytonsville ES,Enrollment,497
2006,510,Col. Zadok Magruder HS,Enrollment,2136
2006,511,Cashell ES,Enrollment,306
2006,512,Greenwood ES,Enrollment,573
2006,513,Belmont ES,Enrollment,405
2006,514,Judith A. Resnik ES,Enrollment,597
2006,517,Sligo Creek ES,Enrollment,619
2006,518,Brooke Grove ES,Enrollment,431
2006,521,Shady Grove MS,Enrollment,615
2006,522,Lakelands Park MS,Enrollment,859
2006,523,Spark M. Matsunaga ES,Enrollment,924
2006,545,Watkins Mill HS,Enrollment,1767
2006,546,Goshen ES,Enrollment,608
2006,549,Flower Hill ES,Enrollment,538
2006,551,Gaithersburg HS,Enrollment,2151
2006,552,Washington Grove ES,Enrollment,388
2006,553,Gaithersburg ES,Enrollment,513
2006,554,Gaithersburg MS,Enrollment,727
2006,555,Rosemont ES,Enrollment,502
2006,556,Mill Creek Towne ES,Enrollment,506
2006,557,Montgomery Village MS,Enrollment,749
2006,558,Whetstone ES,Enrollment,676
2006,559,Brown Station ES,Enrollment,387
2006,561,Watkins Mill ES,Enrollment,517
2006,562,Redland MS,Enrollment,675
2006,563,Summit Hall ES,Enrollment,487
2006,564,South Lake ES,Enrollment,543
2006,565,Sequoyah ES,Enrollment,429
2006,566,Fields Road ES,Enrollment,473
2006,568,Stedwick ES,Enrollment,624
2006,569,Strawberry Knoll ES,Enrollment,514
2006,570,Diamond ES,Enrollment,414
2006,601,Potomac ES,Enrollment,534
2006,602,Winston Churchill HS,Enrollment,2178
2006,603,Seven Locks ES,Enrollment,251
2006,604,Carderock Springs ES,Enrollment,312
2006,606,Cabin John MS,Enrollment,970
